instancje/tsp_13.txt;269;2;[0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];
0.0;269;0.0;
instancje/tsp_13.txt;269;2;[0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];
0.001;288;7.063197026022305;
instancje/tsp_10.txt;212;2;[0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];
0.001;213;0.4716981132075472;
instancje/gr21.txt;2707;2;[];
0.003;3003;10.934613963797563;
instancje/tsp_6_1.txt;132;2;[0, 1, 2, 3, 4, 5, 0];
0.0;132;0.0;
instancje/tsp_10.txt;212;2;[0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];
0.0;212;0.0;
instancje/tsp_6_1.txt;132;2;[0, 1, 2, 3, 4, 5, 0];
0.0;132;0.0;
instancje/bayg29.tsp;1610;2;[];
0.004;1834;13.91304347826087;
instancje/gr21.txt;2707;2;[];
0.003;2998;10.749907646841523;
instancje/bayg29.tsp;1610;2;[];
0.007;1855;15.217391304347828;
instancje/gr24.txt;1272;2;[];
0.003;1463;15.015723270440251;
instancje/gr21.txt;2707;2;[];
0.002;2866;5.873660879202069;
instancje/tsp_13.txt;269;2;[0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];
0.0;98;63.56877323420075;
instancje/tsp_10.txt;212;2;[0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];
0.0;213;0.4716981132075472;
instancje/gr21.txt;2707;2;[];
0.002;3130;15.626154414480975;
instancje/tsp_15.txt;291;2;[0, 12, 1, 14, 8, 4, 6, 2, 11, 13, 9, 7, 5, 3, 10, 0];
0.001;291;0.0;
instancje/tsp_6_2.txt;80;2;[0, 5, 1, 2, 3, 4, 0];
0.0;98;22.5;
instancje/tsp_6_2.txt;80;2;[0, 5, 1, 2, 3, 4, 0];
0.077;32147;40083.75;
instancje/tsp_15.txt;291;2;[0, 12, 1, 14, 8, 4, 6, 2, 11, 13, 9, 7, 5, 3, 10, 0];
0.002;291;0.0;
